ClientKey,NotaRegelBedrag,NotaJaar,NotaKwartaal,NotaMaand,BuurtCode,BuurtNaam
41,1721.44,2020,Qtr 2,April,BU08260601,Dorst
42,582.34,2019,Qtr 3,October,BU08261300,Sterrenbuurt
42,1555.29,2021,Qtr 1,September,BU08261307,Slotjes-West
42,2289.89,2020,Qtr 3,November,BU08260102,Slotjes-West
42,2178.18,2019,Qtr 1,July,BU08260102,Slotjes-West
42,2331.69,2020,Qtr 1,November,BU08260102,Slotjes-West
42,1813.43,2021,Qtr 2,July,BU08261307,Slotjes-West
42,2191.68,2021,Qtr 4,July,BU08260300,Dorst
42,1955.02,2021,Qtr 2,March,BU08260300,Vogelbuurt
42,736.28,2021,Qtr 3,August,BU08260300,Vogelbuurt
42,2022.98,2021,Qtr 1,June,BU08260601,Vogelbuurt
42,698.97,2018,Qtr 3,September,BU08261307,Slotjes-West
42,1901.57,2020,Qtr 2,September,BU08261300,Dorst
42,2114.99,2018,Qtr 1,October,BU08260300,Slotjes-West
42,580.34,2021,Qtr 1,April,BU08260102,Slotjes-West
42,601.43,2018,Qtr 4,October,BU08260102,Vogelbuurt
42,605.45,2019,Qtr 2,September,BU08260102,Buitengebied Dorst-Zuid
42,216.32,2021,Qtr 1,January,BU08261307,Dorst
42,261.51,2018,Qtr 1,March,BU08260601,Dorst
42,1568.37,2018,Qtr 2,February,BU08261307,Slotjes-West
42,348.6,2021,Qtr 1,May,BU08261300,Slotjes-West
43,1053.63,2020,Qtr 4,November,BU08261300,Dorst
43,1276.29,2020,Qtr 1,December,BU08260102,Vogelbuurt
43,1495.51,2021,Qtr 1,December,BU08260102,Vogelbuurt
43,201.28,2020,Qtr 2,May,BU08260601,Sterrenbuurt
43,487.45,2019,Qtr 1,August,BU08261300,Sterrenbuurt
43,274.2,2020,Qtr 1,September,BU08261300,Slotjes-West
43,157.82,2021,Qtr 2,July,BU08261300,Vogelbuurt
43,1340.51,2021,Qtr 2,April,BU08261307,Sterrenbuurt
43,1334.85,2018,Qtr 4,February,BU08261300,Vogelbuurt
43,652.55,2018,Qtr 2,February,BU08261300,Dorst
43,430.28,2020,Qtr 2,October,BU08261307,Dorst
43,1391.81,2020,Qtr 1,April,BU08260102,Buitengebied Dorst-Zuid
43,14.95,2019,Qtr 1,October,BU08260300,Buitengebied Dorst-Zuid
43,1504.23,2020,Qtr 4,April,BU08261307,Dorst
43,183.52,2018,Qtr 3,June,BU08260601,Slotjes-West
43,702.4,2019,Qtr 2,March,BU08261307,Slotjes-West
43,1278.81,2020,Qtr 4,June,BU08261307,Slotjes-West
43,2121.65,2019,Qtr 2,May,BU08261307,Dorst
43,1403.24,2021,Qtr 2,January,BU08260601,Dorst
43,1603.01,2020,Qtr 4,September,BU08260601,Buitengebied Dorst-Zuid
44,1576.34,2018,Qtr 1,February,BU08260102,Sterrenbuurt
44,974.77,2020,Qtr 1,August,BU08260300,Slotjes-West
44,1868.31,2020,Qtr 2,February,BU08260601,Dorst
44,1528.82,2018,Qtr 4,September,BU08260601,Buitengebied Dorst-Zuid
44,488.68,2018,Qtr 2,February,BU08260102,Slotjes-West
44,1718.66,2021,Qtr 3,March,BU08260300,Dorst
44,1515.12,2021,Qtr 4,June,BU08260601,Dorst
44,306.7,2021,Qtr 1,September,BU08260300,Vogelbuurt
44,293.16,2020,Qtr 2,September,BU08260102,Slotjes-West
44,2107.19,2018,Qtr 2,September,BU08260601,Buitengebied Dorst-Zuid
44,1514.3,2021,Qtr 3,October,BU08260601,Buitengebied Dorst-Zuid
44,991.75,2020,Qtr 3,July,BU08260102,Slotjes-West
44,47.5,2018,Qtr 1,March,BU08261307,Buitengebied Dorst-Zuid
44,1451.41,2020,Qtr 4,May,BU08260601,Slotjes-West
44,1959.78,2020,Qtr 3,February,BU08261300,Slotjes-West
44,1388.04,2018,Qtr 4,February,BU08260601,Sterrenbuurt
44,501.6,2020,Qtr 2,December,BU08260601,Sterrenbuurt
44,1763.0,2019,Qtr 3,May,BU08261300,Vogelbuurt
44,1600.81,2018,Qtr 4,August,BU08261300,Buitengebied Dorst-Zuid
44,1279.59,2020,Qtr 4,September,BU08261307,Buitengebied Dorst-Zuid
45,1532.26,2021,Qtr 2,November,BU08261307,Dorst
45,1579.94,2018,Qtr 3,October,BU08261300,Dorst
45,157.82,2018,Qtr 4,September,BU08260300,Vogelbuurt
45,2033.42,2019,Qtr 3,October,BU08260300,Buitengebied Dorst-Zuid
45,2118.45,2020,Qtr 1,November,BU08260601,Slotjes-West
45,2382.91,2019,Qtr 2,March,BU08260102,Vogelbuurt
45,1952.39,2018,Qtr 3,February,BU08260102,Slotjes-West
45,1276.45,2018,Qtr 3,November,BU08261307,Sterrenbuurt
45,1408.13,2019,Qtr 2,March,BU08260300,Buitengebied Dorst-Zuid
45,947.78,2020,Qtr 2,April,BU08260300,Slotjes-West
45,945.78,2020,Qtr 2,May,BU08261300,Buitengebied Dorst-Zuid
45,1751.5,2021,Qtr 2,October,BU08260102,Buitengebied Dorst-Zuid
45,309.36,2018,Qtr 1,March,BU08260601,Dorst
45,85.06,2020,Qtr 2,January,BU08260102,Sterrenbuurt
45,1306.13,2019,Qtr 2,May,BU08261307,Sterrenbuurt
45,2244.33,2021,Qtr 3,September,BU08260601,Vogelbuurt
45,1458.95,2018,Qtr 3,June,BU08261300,Sterrenbuurt
45,1202.23,2021,Qtr 2,April,BU08260601,Buitengebied Dorst-Zuid
45,1936.19,2018,Qtr 3,September,BU08260601,Buitengebied Dorst-Zuid
45,1165.95,2019,Qtr 3,October,BU08260601,Sterrenbuurt
46,1768.19,2021,Qtr 3,May,BU08260102,Buitengebied Dorst-Zuid
46,1217.06,2020,Qtr 3,February,BU08260102,Buitengebied Dorst-Zuid
46,2413.03,2021,Qtr 1,September,BU08260300,Dorst
46,2265.74,2020,Qtr 3,May,BU08261307,Slotjes-West
46,689.28,2021,Qtr 1,March,BU08260300,Sterrenbuurt
46,1512.79,2020,Qtr 3,May,BU08260300,Vogelbuurt
46,619.98,2018,Qtr 3,January,BU08261300,Sterrenbuurt
46,2203.86,2021,Qtr 1,March,BU08260300,Buitengebied Dorst-Zuid
46,1700.06,2021,Qtr 4,July,BU08260102,Dorst
46,697.06,2019,Qtr 3,June,BU08260102,Slotjes-West
46,2123.35,2018,Qtr 3,April,BU08260300,Slotjes-West
46,352.69,2021,Qtr 2,July,BU08261300,Sterrenbuurt
46,392.03,2018,Qtr 1,June,BU08260601,Sterrenbuurt
46,1009.59,2020,Qtr 3,January,BU08260300,Dorst
46,1639.86,2021,Qtr 1,June,BU08261307,Dorst
46,2109.1,2019,Qtr 3,September,BU08261300,Vogelbuurt
46,584.02,2019,Qtr 1,November,BU08260300,Dorst
46,753.14,2020,Qtr 3,April,BU08260601,Slotjes-West
46,1737.11,2020,Qtr 3,April,BU08260300,Slotjes-West
46,220.31,2018,Qtr 3,June,BU08260601,Slotjes-West
47,1656.01,2020,Qtr 2,October,BU08260300,Vogelbuurt
47,1418.73,2020,Qtr 3,April,BU08261300,Vogelbuurt
47,22.99,2018,Qtr 1,June,BU08260601,Sterrenbuurt
47,1163.11,2018,Qtr 2,March,BU08261300,Vogelbuurt
47,2460.75,2021,Qtr 4,February,BU08261307,Vogelbuurt
47,516.35,2019,Qtr 4,May,BU08261307,Dorst
47,1077.65,2020,Qtr 4,November,BU08261307,Dorst
47,934.12,2021,Qtr 4,July,BU08260102,Buitengebied Dorst-Zuid
47,1170.28,2020,Qtr 2,January,BU08261307,Buitengebied Dorst-Zuid
47,1417.89,2019,Qtr 1,December,BU08260102,Vogelbuurt
47,2085.86,2019,Qtr 2,November,BU08260601,Vogelbuurt
47,2411.52,2021,Qtr 1,April,BU08260300,Buitengebied Dorst-Zuid
47,379.55,2020,Qtr 3,July,BU08260300,Sterrenbuurt
47,824.62,2019,Qtr 3,February,BU08261307,Buitengebied Dorst-Zuid
47,106.42,2019,Qtr 1,June,BU08260300,Buitengebied Dorst-Zuid
47,1956.24,2021,Qtr 1,April,BU08260601,Slotjes-West
47,1938.52,2018,Qtr 3,April,BU08260601,Sterrenbuurt
47,418.65,2020,Qtr 1,November,BU08260300,Vogelbuurt
47,90.74,2018,Qtr 2,December,BU08260300,Buitengebied Dorst-Zuid
47,399.21,2019,Qtr 1,July,BU08261307,Sterrenbuurt
48,2440.79,2021,Qtr 1,September,BU08261300,Slotjes-West
48,1671.06,2021,Qtr 4,May,BU08260102,Buitengebied Dorst-Zuid
48,1896.35,2020,Qtr 3,June,BU08260300,Dorst
48,913.89,2020,Qtr 2,October,BU08261307,Sterrenbuurt
48,388.33,2021,Qtr 1,May,BU08260102,Dorst
48,1739.99,2018,Qtr 1,April,BU08261307,Slotjes-West
48,1994.34,2020,Qtr 3,May,BU08260601,Dorst
48,1713.11,2021,Qtr 2,October,BU08260300,Vogelbuurt
48,1758.89,2018,Qtr 4,July,BU08260300,Dorst
48,2315.85,2021,Qtr 4,April,BU08260601,Buitengebied Dorst-Zuid
48,1418.8,2021,Qtr 3,March,BU08260300,Slotjes-West
48,1795.83,2019,Qtr 1,November,BU08261307,Slotjes-West
48,749.56,2019,Qtr 2,December,BU08261300,Vogelbuurt
48,2169.27,2020,Qtr 2,October,BU08260601,Dorst
48,1734.58,2019,Qtr 1,October,BU08260102,Dorst
48,422.27,2019,Qtr 3,February,BU08261307,Buitengebied Dorst-Zuid
48,1590.53,2019,Qtr 4,June,BU08261307,Vogelbuurt
48,54.46,2018,Qtr 4,March,BU08260601,Sterrenbuurt
48,554.08,2018,Qtr 3,December,BU08260601,Dorst
48,475.84,2019,Qtr 2,May,BU08260102,Dorst
49,34.45,2020,Qtr 4,December,BU08261300,Vogelbuurt
49,441.43,2018,Qtr 3,November,BU08261307,Vogelbuurt
49,571.85,2019,Qtr 2,March,BU08261307,Sterrenbuurt
49,2300.05,2019,Qtr 3,July,BU08261300,Dorst
49,1564.57,2021,Qtr 3,February,BU08261300,Vogelbuurt
49,1532.45,2020,Qtr 2,November,BU08260300,Slotjes-West
49,2293.05,2018,Qtr 3,November,BU08261300,Slotjes-West
49,237.9,2018,Qtr 4,November,BU08260102,Buitengebied Dorst-Zuid
49,2358.06,2020,Qtr 2,February,BU08260601,Vogelbuurt
49,869.33,2021,Qtr 3,July,BU08261307,Sterrenbuurt
49,2317.51,2019,Qtr 2,October,BU08260601,Buitengebied Dorst-Zuid
49,2000.17,2021,Qtr 4,April,BU08260102,Slotjes-West
49,2045.62,2019,Qtr 4,July,BU08261307,Slotjes-West
49,995.16,2019,Qtr 3,July,BU08260102,Slotjes-West
49,1198.34,2020,Qtr 1,December,BU08260601,Slotjes-West
49,2335.26,2019,Qtr 3,January,BU08260601,Dorst
49,2364.52,2020,Qtr 4,July,BU08261300,Slotjes-West
49,149.48,2020,Qtr 2,November,BU08261307,Buitengebied Dorst-Zuid
49,92.8,2018,Qtr 2,July,BU08261300,Sterrenbuurt
49,93.28,2019,Qtr 2,April,BU08260300,Dorst
50,277.97,2021,Qtr 1,July,BU08260102,Slotjes-West
50,387.98,2020,Qtr 4,July,BU08260601,Buitengebied Dorst-Zuid
50,2077.24,2019,Qtr 1,November,BU08261300,Slotjes-West
50,617.95,2018,Qtr 1,February,BU08261300,Slotjes-West
50,46.31,2018,Qtr 4,January,BU08260102,Dorst
50,1642.34,2021,Qtr 2,November,BU08260102,Dorst
50,606.78,2021,Qtr 2,June,BU08261307,Vogelbuurt
50,312.74,2021,Qtr 1,February,BU08260102,Sterrenbuurt
50,717.76,2018,Qtr 4,July,BU08260300,Slotjes-West
50,893.94,2020,Qtr 2,December,BU08260601,Sterrenbuurt
50,808.41,2019,Qtr 3,October,BU08261300,Slotjes-West
50,1144.5,2019,Qtr 4,December,BU08260300,Sterrenbuurt
50,2477.16,2018,Qtr 1,December,BU08260300,Slotjes-West
50,1064.13,2021,Qtr 4,December,BU08260300,Buitengebied Dorst-Zuid
50,1764.43,2020,Qtr 2,March,BU08260102,Vogelbuurt
50,2225.11,2020,Qtr 3,September,BU08261300,Vogelbuurt
50,2324.16,2021,Qtr 3,July,BU08260601,Dorst
50,1990.57,2019,Qtr 4,May,BU08261300,Sterrenbuurt
50,880.4,2019,Qtr 3,May,BU08260300,Vogelbuurt
50,354.31,2020,Qtr 3,June,BU08260300,Buitengebied Dorst-Zuid
